Datum;Stand Willem Loresluis;Stand Driewegsluis
19161011;959,82;500
19640103;957,5;499
19160522;955,98;496,8
19140107;954,46;495,8
19160819;971,34;522,2
19280126;973,82;506,8
19351231;978,8;504,3
19420827;976,48;502
19741012;975,66;499,5
19840130;974,74;505,4
19320512;974,22;500,8
19500905;974,6;505,7
19820507;973,58;498,3
19170927;972,26;496
19650124;976,34;506,4
19790701;973,92;499,9
19931127;971,5;497,9
19840125;969,08;497,9
19500826;972,36;506,6
19590411;980,74;514,7
19360123;979,82;503,4
19300720;983,9;507,4
19150217;987,68;511,1
19391201;985,96;498,6
19590428;984,64;501
19741013;984,82;507,5
19161227;982,5;499
19750901;980,08;504,9
19320429;984,56;501,8
19351102;982,24;504
19351212;979,92;505
19450110;977,6;498
19450219;975,48;502,2
19140422;973,16;495
19320314;970,84;501
19321229;968,52;504
19790605;966,2;495
19190404;963,88;504
19550207;966,16;502,6
19590302;963,94;503,1
19650522;961,62;502
19730201;959,6;499,3
19320408;960,48;499,2
19360110;958,66;500,5
19931211;958,14;501,8
19190429;957,92;507,1
19241204;955,6;498
19280214;954,58;497,3
19320422;954,06;503,8
19320511;951,84;505,1
19501024;949,52;502
19550127;947,2;504
19810930;944,88;500
19840201;945,76;504,2
19750912;953,84;509,4
19160331;951,52;501
19980816;949,2;499
19140118;946,88;503
19930913;959,36;518,8
19840305;957,34;504,3
19810305;955,92;500,9
19190428;973,9;519,3
19540825;971,78;500,2
19930319;969,46;495
19450220;969,94;506,8
19730313;967,62;501
19190511;965,4;504,1
19480917;963,08;503
19370429;960,76;495
19790610;958,94;495,5
19870725;957,02;503,4
19131023;955,8;504,1
19741011;953,88;499,4
19820504;951,66;504,1
19370313;950,34;497
19541218;948,32;502,3
19411031;946;505
19421112;943,68;495
19520321;942,16;496,8
19840129;945,54;500,7
19931210;944,42;502,2
19180318;942,1;503
19170128;939,78;501
19810909;937,36;497,9
19161014;935,04;498
19131003;932,72;505
19370408;931,1;503,7
19120823;956,38;526,6
19320421;957,76;508,7
19500909;959,34;502,9
19730523;958,62;501,6
19360122;956,7;495,4
19500903;954,38;501
19730601;953,86;498,8
19820506;956,14;506,6
19170822;953,82;496
19930923;951,4;496,9
19931107;950,38;501,3
19520319;948,16;504,1
19161204;947,74;503,9
19241207;945,52;495,1
19650525;950,1;506,9
19890601;949,38;503,6
19650119;952,16;505,1
19800715;949,84;497
19190724;949,62;504,1
19601012;1003,2;550,9
19391213;1000,88;505
19320423;1001,66;503,1
19650602;999,34;497
19730525;997,02;499
19590306;999,2;500,5
19241122;996,88;503
19500829;1002,66;506,1
19741019;1007,74;506,4
19251222;1016,62;508,2
19351013;1014,4;495,1
19370311;1019,68;504,6
19170926;1017,46;505,1
19190723;1023,74;504,6
19520412;1021,42;502
19351020;1028,4;508,3
19441128;1036,88;511,8
19590430;1036,36;503,8
19840123;1044,44;508,4
19840117;1042,42;502,3
19931208;1049,9;510,8
19271004;1047,68;505,1
19540927;1045,66;502,3
19750918;1043,24;500,9
19920908;1041,32;498,4
19160521;1039;495
19160605;1043,38;505,7
19231120;1053,96;511,9
19280215;1054,94;500,3
19460409;1052,62;503
19590427;1057;508,7
19811002;1060,28;501,6
19140106;1069,16;512,2
19360208;1066,84;497
19820429;1065,82;498,3
19280213;1076,3;517,8
19870723;1106,98;529
19890702;1105,36;501,7
19450215;1103,04;496
19161203;1100,72;503
19161223;1111,1;517,7
19730531;1117,28;503,5
19190326;1114,96;500
19630219;1112,84;504,2
19160803;1110,52;502
19450905;1108,7;498,5
19160602;1106,38;505
19580618;1104,86;504,8
19441231;1102,54;501
19890620;1100,22;498
19360118;1102,5;506,6
19450210;1107,18;512
19451008;1104,86;502
19730522;1102,54;501
19790612;1100,32;503,1
19800726;1098,2;498,2
19801228;1096,48;495,6
19131119;1094,16;496
19270914;1099,84;508
19320419;1097,52;501
19810307;1100,1;509,9
19730125;1097,68;495,9
19730609;1095,26;503,9
19320501;1099,14;508,2
19441206;1098,72;500,9
19811003;1099,1;497,7
19890531;1096,68;496,9
19160416;1094,86;501,5
19370404;1093,64;496,1
19391130;1099,32;506
19750927;1108,3;512,3
19810912;1110,88;503,9
19500910;1111,76;501,2
19550103;1109,44;499
19080324;1107,12;499
19180322;1104,9;496,1
19590429;1106,68;502,1
19260401;1104,36;503
19320409;1105,94;508,9
19511106;1104,42;505,8
19500831;1107,3;502,2
19131022;1105,68;498,7
19131115;1109,96;503,6
19931209;1110,54;500,9
19480310;1108,22;496
19931106;1105,8;503,9
19960404;1103,48;495
19460217;1102,86;499,7
19930817;1100,54;502
19590420;1098,22;496
19810304;1095,8;502,9
19370312;1096,58;498,1
19511112;1094,26;498
19810914;1093,34;498,4
19280219;1091,02;500
19360109;1097,3;511,6
19840228;1094,98;496
19161010;1093,66;506
19640102;1091,34;497
19750814;1089,02;498
19441205;1088,2;505,5
19731216;1095,98;511,1
19420826;1093,66;503
19580620;1096,24;499,9
19520320;1097,52;503,6
19730131;1096,9;499,7
19161003;1096,28;506,7
19450218;1099,96;502
19810907;1097,64;496
19251223;1098,72;501,4
19750820;1096,9;498,5
19541221;1100,78;504,2
19320508;1098,46;495
19790630;1096,74;496,6
19161226;1094,42;495
19931126;1092,1;501
19320502;1092,78;498
19840124;1093,86;500,4
19590301;1091,54;505
19820428;1089,12;499,9
19241205;1091,2;503,4
19351101;1088,88;504
19351211;1086,56;495
19450109;1084,84;500,6
19140421;1082,52;495
19251225;1080,3;499,1
19320313;1077,98;504
19321228;1076,96;506,3
19790604;1074,54;496,9
19790609;1072,22;497
19190403;1069,9;499
19370407;1075,08;505,5
19541004;1073,46;500,7
19650521;1071,14;500
19750831;1068,72;504,9
19980821;1079,3;514,9
19251226;1079,38;505,4
19840304;1077,06;499
19870724;1078,24;502,5
19460216;1077,82;497,9
19741010;1075,4;502,9
19320510;1074,08;499
19140108;1076,86;507,1
19450902;1074,54;503
19241203;1072,62;500,4
19801219;1070,9;496,6
19501023;1068,58;498
19540824;1085,46;514,2
19541217;1083,54;503,4
19550126;1081,22;503
19810929;1078,9;498
19360120;1082,38;510,8
19511110;1080,76;497,7
19930729;1079,04;497,6
19160330;1076,82;504,1
19650530;1074,5;505
19980815;1072,08;494,9
19360121;1072,16;501,4
19541211;1071,24;503,4
19140117;1068,92;499
19190510;1066,6;497
19730130;1066,58;503,3
19161002;1066,36;506,1
19730129;1065,04;503
19810227;1062,72;500
19820503;1061,2;505,8
19930318;1059,08;502,2
19730312;1056,76;502
19810913;1057,94;500,5
19480916;1055,62;496
19370403;1054,9;498,6
19370428;1052,58;504
19441204;1051,46;498,2
19460215;1049,24;496,1
19890701;1055,02;513,1
19411030;1059,2;502,5
19421111;1056,88;495
19580617;1054,56;504
19161001;1052,24;504
19180317;1049,92;500
19170127;1047,6;502
19161013;1053,28;505
19820430;1055,06;505,1
19520318;1054,94;501,2
19131002;1052,62;501
19161004;1053,6;500,3
19241206;1054,38;506,1
19460321;1052,36;496,3
19500902;1056,04;507
19810908;1057,02;502,3
19920907;1055,3;496,6
19170821;1052,98;504
19300721;1056,26;500,6
19450904;1054,14;505,2
19520317;1051,82;499
19351207;1049,5;505
19801227;1048,38;499,2
19840116;1059,46;513,4
19511105;1057,14;504
19540926;1062,32;506,5
19800714;1077,8;520,8
19160505;1075,48;495
19930922;1075,06;499,9
19391212;1072,74;504
19161009;1070,42;500
19351012;1068,2;496,1
19160828;1067,58;497,7
19170925;1065,36;497,1
19650601;1063,24;496,2
19730524;1065,82;500,9
19321227;1063,5;504
19450211;1065,38;508,2
19131021;1063,16;500,1
19980727;1060,74;503,9
19241121;1058,52;502,1
19271003;1056,2;501
19160415;1060,08;505,2
19630218;1057,96;497,2
19520411;1055,64;504
19160520;1053,32;497
19460408;1051;504
19360207;1048,68;497
19370402;1046,56;505,2
19161015;1049,44;503,2
19450214;1047,12;499
19800725;1044,8;500
19161202;1042,48;495
19541210;1040,36;495,2
19750917;1039,24;506,2
19190325;1036,92;502
19160802;1034,7;499,1
19930921;1032,48;500,1
19160601;1030,16;497
19370321;1027,84;499
19790611;1031,02;501,5
19441230;1029,8;497,1
19890619;1027,48;498
19161006;1026,76;505,6
19980728;1027,14;499,7
19320509;1028,72;499,9
19451007;1026,5;496,1
19730521;1058,68;532,5
19131118;1056,96;502,6
19320418;1054,64;502
19741021;1059,52;511,2
19460220;1065,4;511,2
19180321;1063,08;505
19730124;1060,76;501
19730608;1058,34;503,9
19790629;1057,52;501,5
19160827;1063;505,8
19441203;1070,28;514,6
19550102;1067,96;503
19541003;1065,64;504
19080323;1063,32;496
19750819;1061,4;504,4
19170817;1059,08;499
19260331;1056,76;498
19270928;1054,44;496
19890530;1052,22;495,1
19450108;1062,3;512,4
19730128;1059,88;496,9
19840202;1063,66;503,1
19480309;1061,34;497
19960403;1059,02;501
19930816;1056,7;499
19590419;1054,58;500,2
19511111;1056,16;501,9
19930316;1053,74;501,9
19511109;1051,42;503
19931105;1049,1;502
19280218;1046,78;502
19840227;1044,36;495,9
19801218;1051,04;504
19810303;1050,32;496,6
19820502;1048,2;496,2
19640101;1045,88;504
19750813;1043,46;498,9
19801226;1042,24;499,1
19930728;1039,82;502,9
19420825;1037,5;498
19370314;1041,38;505,2
19421104;1039,26;495,2
19810906;1036,84;504,9
19161005;1038,22;506,7
19241202;1037,2;505,3
19520405;1034,88;500
19750815;1037,36;505,8
19810308;1040,34;502,3
19541216;1038,22;495,2
19180319;1042,1;509,2
19320507;1039,78;497
19161225;1045,36;512,9
19931125;1043,04;504
19251224;1045,42;504,7
19921109;1043,6;495,5
19540928;1046,98;503,7
19590228;1044,66;497
19741004;1075,54;532,2
19351031;1073,42;498,2
19351210;1072,3;506,2
19140420;1069,98;497
19320312;1067,66;496
19790608;1067,04;501,7
19190402;1064,92;497,2
19650520;1064,4;502,8
19730122;1064,08;500
19820427;1061,86;497,1
19270929;1062,54;507
19750916;1060,22;496
19790603;1075,3;520,4
19790628;1072,98;505
19840303;1070,76;504,1
19750830;1068,44;495
19421105;1068,82;502,7
19450901;1066,5;497
19920906;1064,18;504
19170825;1062,86;504
19160329;1062,24;499,7
19741009;1060,62;503,7
19501022;1058,3;501
19550125;1056,38;498,4
19810928;1053,96;500,9
19120825;1051,74;504,1
19930317;1052,42;501
19930814;1050,3;498,2
19241119;1048,08;502,1
19441229;1045,96;498,2
19450923;1043,84;502,2
19650529;1041,52;499
19730121;1041;506,8
19810302;1039,18;505,5
19140116;1036,86;500
19190509;1034,54;502
19171004;1052,62;516,4
19270926;1051,8;501,5
19810226;1049,38;497,9
19460214;1047,86;501,8
19980814;1045,44;502,9
19460320;1043,12;504
19730311;1041,1;501,3
19480915;1039,08;503,3
19370427;1038,66;496,9
19650519;1036,34;505
19421110;1034,22;496,2
19580616;1031,9;500
19460221;1033,28;503,7
19160930;1030,96;503
19450903;1033,74;507,1
19790607;1041,42;506
19180316;1039,1;501
19511101;1036,88;501,1
19170126;1034,56;504
19161007;1036,14;505,9
19131001;1033,82;495
19190216;1033,6;502,1
19810625;1031,18;499,9
19170820;1029,16;504,3
19511113;1032,74;508,9
19650531;1035,52;509,1
19930811;1033,4;498,2
19320410;1037,18;507,1
19520316;1034,86;497
19160328;1043,04;512,5
19241201;1056,92;519,2
19351206;1055,2;499,6
19730120;1054,68;499,8
19131117;1054,36;504
19351011;1054,04;501
19420821;1051,72;495
19511104;1049,6;498,2
19520323;1047,28;505
19801225;1047,26;506,3
19160504;1044,94;502
19170924;1042,62;496
19630217;1040,5;505,2
19801224;1038,08;496,9
19370426;1036,36;505,6
19131020;1034,04;497
19190215;1031,72;497
19391211;1031,7;505,3
19750913;1036,98;506,6
19161008;1037,26;499,6
19241120;1037,94;503
19351027;1054,02;521,4
19391210;1061,8;510,1
19271001;1061,68;500,2
19321226;1059,76;499,4
19370401;1057,44;498
19271002;1057,52;507,4
19541209;1055,5;499,3
19351209;1053,18;499
19810915;1057,06;509,2
19270930;1058,14;503,4
19441207;1062,32;510,5
19520410;1060;505
19930914;1065,38;509,7
19980726;1063,06;498
19131116;1067,14;511,4
19160519;1064,82;496
19351010;1080,9;513,4
19460407;1078,68;496,1
19160801;1076,36;503
19930920;1074,04;496
19270925;1071,72;497
19360206;1069,4;500
19370316;1067,08;498
19450213;1065,66;502,9
19750818;1063,34;501
19800724;1061,02;500
19161201;1058,7;503
19190324;1056,38;496
19541207;1054,26;495,2
19170823;1059,44;505,5
19931113;1059,12;501
19160531;1056,8;504
19370320;1054,58;498,1
19451006;1053,56;505,3
19730119;1051,14;504,9
19890618;1048,82;496
19320417;1046,5;500
19441208;1046,88;498,7
19170824;1047,06;497,5
19480107;1060,84;517,1
19351028;1061,42;504,9
19180320;1063,1;505
19420822;1063,78;499
19800719;1071,46;512
19890529;1069,14;501
19730123;1070,72;499,9
19741005;1072,4;503
19360201;1072,08;499
19550101;1069,76;504
19180913;1078,34;506,9
19541002;1076,02;501
19590418;1073,7;497
19080322;1071,38;503
19931112;1068,96;503,9
19650508;1079,04;517,4
19170816;1076,82;499,1
19260330;1075,4;502,9
19270927;1076,68;505,6
19730607;1074,36;499
19921108;1072,14;501,1
19980611;1096,42;524,6
19820501;1099,8;507,7
19480308;1097,88;505,4
19960402;1095,76;499,2
19730127;1094,34;503,9
19930815;1095,92;499,9
19741008;1095,1;504,5
19511120;1092,78;502
19421103;1103,16;507,7
19511029;1101,34;505,5
19511108;1099,02;498
19520406;1101,1;508,4
19140404;1098,88;500,1
19931104;1096,56;500
19280217;1094,54;498,3
19541212;1098,42;506,2
19360131;1107,7;509,6
19480912;1105,38;497
19460213;1103,16;498,1
19541215;1101,54;505,7
19631231;1099,22;496
19930315;1096,9;499
19420824;1094,78;505,2
19541018;1092,66;505,2
19541222;1097,14;505,8
19840226;1095,12;499,3
19750812;1092,7;502,9
19351030;1090,88;505,5
19930727;1111,96;518,4
19190401;1109,64;498
19520404;1107,32;503
19550124;1105;502
19810301;1102,78;497,1
19170826;1104,76;500,3
19171005;1106,54;504,1
19320506;1104,22;504
19540929;1106,5;506,6
19810905;1104,08;502,9
19931124;1101,76;504
19190327;1107,34;508,9
19590227;1105,02;504
19820426;1102,9;495,2
19921101;1100,48;499,9
19140405;1100,86;501,7
19190217;1102,44;500,9
19140419;1100,12;499
19320311;1097,8;503
19840302;1105,58;512,1
19190430;1112,36;507,1
19930813;1110,04;498
19451005;1107,82;505,1
19480910;1105,5;505
19741006;1106,28;508,1
19441228;1104,66;502,7
19750915;1102,44;498,1
19790627;1100,12;496
19450922;1108,5;512,7
19750829;1106,18;502
19120824;1112,56;513,7
19450831;1124,34;513,1
19730310;1122,02;495
19241118;1120,7;496
19480914;1118,58;495,2
19920905;1128,06;515,8
19320503;1133,04;512,3
19501021;1130,72;505
19351205;1129,3;495,9
19370425;1127,38;500,4
19650528;1125,26;501,2
19741007;1125,54;500,6
19810927;1124,02;498,8
19240920;1121,7;500
19421109;1119,38;499
19450212;1123,36;504,3
19140115;1121,04;502
19921026;1118,72;499
19190508;1116,4;499
19790623;1114,08;496
19160417;1119,86;511,1
19460319;1117,54;496
19170819;1115,82;500,6
19810225;1113,8;500,3
19511031;1112,78;506,3
19650518;1111,56;504,1
19980813;1109,24;503
19580615;1106,92;495
19160929;1104,6;505
19930810;1102,18;500,9
19321225;1100,86;506
19180315;1100,64;498,1
19170125;1098,32;498
19511103;1098,2;503,2
19630216;1096,38;504,5
19130930;1094,06;504
19240921;1094,44;501,7
19541205;1092,92;495,8
19501109;1091,2;503,6
19801220;1096,38;509,5
19260329;1094,16;504,1
19541208;1095,94;504,1
19511102;1098,42;508,8
19520315;1096,1;499
19801222;1094,08;501,3
19810624;1091,76;505
19180314;1089,44;495
19420820;1105,72;513,6
19520322;1113;505,6
19160503;1110,68;500
19161124;1108,36;496
19170923;1106,14;497,1
19730126;1112,52;506,7
19131019;1110,2;502
19190214;1107,88;504
19730305;1105,76;495,2
19931110;1117,44;518
19801223;1117,62;499,5
19370331;1115,3;495
19321017;1114,38;503,4
19351208;1119,26;504,2
19460406;1117,84;505,9
19251227;1123,52;512
19520409;1121,3;504,1
19541206;1121,68;499,7
19931212;1129,66;505,3
19980725;1127,34;498
19840204;1127,12;500,1
19511114;1129,8;504
19160518;1127,48;503
19930915;1129,86;506,7
19160731;1127,54;505
19930919;1125,22;496
19270924;1123,3;500,4
19360205;1122,88;501,9
19370315;1126,66;510,1
19511115;1126,74;504,4
19370319;1125,52;500,1
19370324;1123,2;496
19541005;1129,08;510,2
19541214;1128,86;506,1
19750817;1126,54;501
19800723;1124,22;501
19161130;1121,9;495
19190323;1119,58;497
19160606;1126,66;514,4
19921028;1124,24;502,9
19160530;1123,72;503,8
19840203;1128;507,6
19890617;1125,68;498
19480307;1123,46;497,1
19511028;1121,14;503
19370420;1141,52;520,7
19161017;1140;496,8
19320416;1138,18;503,5
19541213;1140,06;505,2
19730118;1137,64;494,9
19241117;1135,32;503
19550116;1154,2;524,2
19980711;1152,48;500,6
19520324;1155,46;504,3
19810917;1153,04;501,9
19511030;1155,02;507,3
19170815;1153,2;504,5
19890528;1150,88;503
19351029;1153,26;509,7
19960401;1150,94;496
19280216;1158,32;510,7
19541231;1156;504
19921107;1155,78;503,1
19360204;1154,36;497,9
19541001;1153,04;504
19590417;1150,72;501
19630823;1148,4;495
19080321;1146,68;501,6
19930807;1144,26;499,9
19351204;1157,14;514,2
19441227;1154,82;497
19730606;1152,5;495
19840225;1150,08;494,9
19931111;1150,86;499,1
19650517;1150,14;498,6
19140403;1147,82;504
19190501;1149,6;509,1
19420823;1152,18;504,9
19541017;1150,26;505,4
19921106;1147,94;498
19460212;1147,82;497,2
19511119;1146,7;501,2
19810926;1144,88;499,5
19160529;1142,66;503,1
19550117;1143,04;506,7
19140315;1152,62;509,9
19320306;1151,8;499,5
19511107;1158,98;514,5
19550121;1158,66;502
19931103;1156,24;494,9
19321224;1154,02;501,1
19480911;1155,9;501,2
19541021;1155,58;500
19631230;1153,26;499
19460211;1151,94;498
19930314;1149,52;495,9
19180914;1152,2;503
19321016;1151,08;501,2
19820425;1148,76;496
19810228;1155,04;507,6
19320411;1158,62;503,9
19930925;1169,2;514,9
19190331;1168,28;497,4
19520403;1165,96;497
19550123;1163,64;501
19980822;1170,42;512,1
19750811;1169,3;503,2
19320505;1167,18;505,2
19170818;1172,36;511,5
19931123;1170,04;498
19550120;1167,82;496,1
19370424;1165,5;497
19590226;1163,28;498,1
19541020;1160,96;504
19541204;1159,14;504,5
