FactuurNummer,FactuurDatum,LeverancierID,KlantID,Verkoopcategorie,Subcategorie,Product,Bedrag
8865,23-2-2015,12,1898,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,83.1
13207,23-2-2015,16,11456,Woondecoratie:,Kaarsen en geurverspreiders,Aromatherapie Essenti le Oli n voor geurige ontspanning,12.8
3896,24-2-2015,3,10085,Voeding:,Verse producten (groenten, fruit, vlees, vis),Biologische appels van lokale boerderij,5.8
12462,24-2-2015,5,1169,Woondecoratie:,Kussens en dekens,Sherpa Fleece Deken voor warmte tijdens koude avonden,45.8
15785,24-2-2015,17,13676,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,144.3
17714,24-2-2015,13,8539,Woondecoratie:,Beeldjes en ornamenten,Natuurstenen Boekensteunen voor functionele kunst,12.2
6674,25-2-2015,16,5297,Reizen en Toerisme:,Vliegtickets,Last-Minute Vliegticket naar Barcelona,639.5
7501,25-2-2015,14,2140,Boeken en Onderwijs:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,23.8
9101,25-2-2015,10,3978,Reizen en Toerisme:,Vliegtickets,Economy Class Vliegticket naar Parijs,1262.0
14571,25-2-2015,22,3732,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Instant Pot Multicooker voor diverse maaltijden,1090.7
16307,25-2-2015,10,10226,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,4.5
4742,26-2-2015,20,154,Sport en Recreatie:,Fitnessapparatuur,Concept2 Model D Roeimachine voor cardio en spieropbouw,1941.7
5901,26-2-2015,27,5232,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),NGK Bougies voor effici nte verbranding,80.8
14889,26-2-2015,17,8593,Kleding en Mode:,Broeken,Legging met hoge taille en sportieve details,93.8
16192,26-2-2015,28,7854,Woondecoratie:,Planten en bloemen,Bonsai Boom voor een artistiek accent,16.3
1120,27-2-2015,27,11560,Boeken en Onderwijs:,Schrijfwaren,Pilot G2 Gel Ink Pennen voor vloeiend schrijven,5.7
1384,27-2-2015,14,1884,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,The Ordinary Hyaluronic Acid Serum voor hydratatie,35.1
1899,27-2-2015,3,11332,Elektronica:,Tablets,Lenovo Tab P11 met groot scherm voor productiviteit,212.5
4056,27-2-2015,13,1139,Kleding en Mode:,Hoeden,Baseball pet met logo,21.3
7160,27-2-2015,7,10007,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,5.8
14921,27-2-2015,4,3012,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,9.1
18584,27-2-2015,2,5132,Reizen en Toerisme:,Reispakketten,Wellness Retreat in Thaise Wellness Resort,2207.4
9654,28-2-2015,9,8309,Woondecoratie:,Beeldjes en ornamenten,Natuurstenen Boekensteunen voor functionele kunst,11.8
10012,1-3-2015,20,14526,Kleding en Mode:,Hoeden,Klassieke fedora hoed van vilt,32.4
10591,1-3-2015,10,11400,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,22.2
12152,1-3-2015,19,6213,Boeken en Onderwijs:,Studieboeken,Principles of Economics door N. Gregory Mankiw,33.1
12974,1-3-2015,1,8246,Kleding en Mode:,Jurken,Cocktailjurk met sweetheart halslijn,61.9
1464,3-3-2015,28,9200,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Mobil 1 Full Synthetic Motorolie voor bescherming,62.7
4559,3-3-2015,26,13778,Schoonheids- en Verzorgingsproducten:,Parfums,Viktor & Rolf Flowerbomb Eau de Parfum voor bloemige noten,102.6
5308,3-3-2015,23,8204,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Instant Pot Multicooker voor diverse maaltijden,1104.0
11899,3-3-2015,25,9196,Reizen en Toerisme:,Reispakketten,Cultuur en Historie Rondreis door Itali ,1233.4
15169,3-3-2015,19,14006,Voeding:,Bakkerijproducten,Zacht wit brood voor smakelijke sandwiches,8.4
2815,4-3-2015,4,6616,Voeding:,Verpakte snacks,Kinder Bueno Chocoladerepen als zoete traktatie,8.8
3150,4-3-2015,17,7459,Kleding en Mode:,T-shirts,Gestreept T-shirt met boothals,33.3
10745,5-3-2015,17,9804,Reizen en Toerisme:,Reispakketten,Wellness Retreat in Thaise Wellness Resort,2384.0
11163,6-3-2015,20,1227,Reizen en Toerisme:,Reispakketten,Stedentrip Pakket naar Londen met bezienswaardigheden,2046.4
15295,6-3-2015,17,6103,Reizen en Toerisme:,Vliegtickets,Last-Minute Vliegticket naar Barcelona,622.7
16858,6-3-2015,22,11039,Elektronica:,Tablets,Lenovo Tab P11 met groot scherm voor productiviteit,204.0
20600,6-3-2015,10,10573,Boeken en Onderwijs:,Educatieve materialen,LEGO Education Mindstorms Robotkit voor STEM-onderwijs,82.4
14664,7-3-2015,20,16,Boeken en Onderwijs:,Educatieve materialen,LEGO Education Mindstorms Robotkit voor STEM-onderwijs,86.7
17200,7-3-2015,4,3687,Sport en Recreatie:,Fietsen,Giant Talon 29er Mountainbike voor off-road avonturen,217.4
2088,8-3-2015,20,5407,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Bumble and Bumble Surf Spray voor beachy waves,9.7
5251,8-3-2015,17,14460,Reizen en Toerisme:,Activiteiten en rondleidingen,Snorkelavontuur in het Great Barrier Reef, Australi ,82.6
4806,9-3-2015,2,14190,Voeding:,Verpakte snacks,Pringles Sour Cream & Onion Chips,7.5
8269,9-3-2015,27,13474,Kleding en Mode:,T-shirts,Oversized vintage T-shirt,17.8
14342,9-3-2015,6,1955,Kleding en Mode:,Jurken,Avondjurk met diepe halslijn en lovertjes,64.2
14351,9-3-2015,4,14818,Boeken en Onderwijs:,Educatieve materialen,LEGO Education Mindstorms Robotkit voor STEM-onderwijs,91.4
15629,9-3-2015,1,8350,Elektronica:,Smartphones,Xiaomi Mi 11 met betaalbare prijs en sterke specificaties,540.8
18473,9-3-2015,14,8465,Kleding en Mode:,T-shirts,Gestreept T-shirt met boothals,32.9
5396,10-3-2015,28,2093,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Memory Foam Kussen voor ergonomische ondersteuning,81.7
3134,11-3-2015,15,5844,Elektronica:,Koptelefoons,Sennheiser HD 660S met hoge geluidskwaliteit,198.5
7398,11-3-2015,5,573,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,9.3
8751,11-3-2015,21,9532,Reizen en Toerisme:,Reisverzekeringen,Medische Kosten Dekking voor Onverwachte Zorgkosten,126.9
3161,12-3-2015,18,3567,Boeken en Onderwijs:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,26.0
3284,12-3-2015,28,6151,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,L'Occitane Shea Butter Hand Cream voor verzorgde handen,14.6
6096,12-3-2015,3,6834,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Burt's Bees Beeswax Lip Balm voor zachte lippen,12.7
7354,12-3-2015,19,14515,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Callaway Mavrik Golfclubs voor afstand en nauwkeurigheid,130.8
13544,12-3-2015,28,6537,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Nike Premier Team Voetbal voor training en wedstrijden,175.7
14819,12-3-2015,6,9381,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),Dyson V15 Detect Stofzuiger met geavanceerde sensoren,587.7
14850,12-3-2015,25,7016,Schoonheids- en Verzorgingsproducten:,Parfums,Jo Malone London Wood Sage & Sea Salt voor frisse tonen,186.1
2063,13-3-2015,1,11637,Elektronica:,Koptelefoons,Bose QuietComfort 35 II voor comfortabel luisteren,159.7
9136,13-3-2015,11,10268,Elektronica:,Tablets,Microsoft Surface Pro 7 met optioneel toetsenbord,603.1
10505,13-3-2015,16,13921,Huishoudelijke Artikelen:,Huishoudelijke apparaten (koelkasten, wasmachines, stofzuigers),KitchenAid Staande Mixer voor bakliefhebbers,696.4
12325,13-3-2015,11,5861,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,9.6
14764,13-3-2015,17,13011,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Bath & Body Works Body Lotion met fruitige geuren,18.8
15718,13-3-2015,13,4424,Elektronica:,Smartphones,Google Pixel 6 met focus op fotografie,376.8
16607,13-3-2015,21,12262,Elektronica:,Slimme horloges,Garmin Forerunner 945 voor hardlopers en sporters,422.4
11987,14-3-2015,22,11964,Woondecoratie:,Beeldjes en ornamenten,Metalen Sculptuur met Abstract Design voor eigentijds interieur,66.0
12885,14-3-2015,28,3937,Reizen en Toerisme:,Reispakketten,Wellness Retreat in Thaise Wellness Resort,2483.3
14290,14-3-2015,18,12597,Reizen en Toerisme:,Hotelaccommodaties,Rustiek Chalet in Zwitserse Alpen voor bergavontuur,324.4
15333,14-3-2015,30,3554,Boeken en Onderwijs:,Studieboeken,Principles of Economics door N. Gregory Mankiw,34.9
20321,14-3-2015,20,4777,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,10.1
3048,15-3-2015,8,8220,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Callaway Mavrik Golfclubs voor afstand en nauwkeurigheid,132.4
8803,15-3-2015,8,2636,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,93.2
13486,15-3-2015,20,7406,Woondecoratie:,Kaarsen en geurverspreiders,"Yankee Candle Geurkaars in de geur ""Vanilla Cupcake""",19.7
14907,15-3-2015,26,10397,Woondecoratie:,Kaarsen en geurverspreiders,Diptyque Baies Geurkaars met fruitige tonen,11.9
19023,15-3-2015,6,2268,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),FH Group Universal Car Seat Covers voor personalisatie,26.0
7729,16-3-2015,12,3676,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Bosch QuietCast Remblokken voor soepele remming,72.1
17446,16-3-2015,1,5628,Reizen en Toerisme:,Activiteiten en rondleidingen,Northern Lights Tour in Lapland, Finland,20.2
1250,17-3-2015,11,2326,Sport en Recreatie:,Sportschoenen,Adidas Ultraboost DNA Sneakers voor comfort en stijl,46.9
15464,17-3-2015,29,2127,Woondecoratie:,Beeldjes en ornamenten,Kristallen Engelenbeeldje voor positieve energie,70.1
18948,17-3-2015,18,9037,Reizen en Toerisme:,Vliegtickets,Business Class Vliegticket naar New York,1457.6
20073,17-3-2015,22,6034,Huishoudelijke Artikelen:,Beddengoed en handdoeken,Memory Foam Kussen voor ergonomische ondersteuning,83.9
3183,18-3-2015,23,166,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),WeatherTech DigitalFit Automatten voor bescherming,17.6
9810,18-3-2015,1,14215,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Olaplex Hair Perfector No. 3 voor sterk en gezond haar,46.3
14825,18-3-2015,5,5526,Schoonheids- en Verzorgingsproducten:,Haarverzorgingsproducten,Bumble and Bumble Surf Spray voor beachy waves,10.0
3181,19-3-2015,2,2950,Schoonheids- en Verzorgingsproducten:,Parfums,Chanel No. 5 Eau de Parfum voor tijdloze elegantie,218.7
3286,19-3-2015,22,7125,Reizen en Toerisme:,Activiteiten en rondleidingen,Wijnproeverij Tour in Napa Valley, Californi ,150.0
3486,19-3-2015,6,11779,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,5.8
11439,19-3-2015,15,7306,Schoonheids- en Verzorgingsproducten:,Bad- en lichaamsproducten,Dove Deep Moisture Body Wash voor hydratatie,6.2
14824,19-3-2015,12,381,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,154.1
20309,19-3-2015,1,10075,Elektronica:,Slimme horloges,Fossil Gen 5 met stijlvol design en Wear OS,508.3
4685,20-3-2015,26,9753,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Houten eettafel met uitschuifbaar blad,667.4
2366,21-3-2015,8,8674,Schoonheids- en Verzorgingsproducten:,Huidverzorgingsproducten,The Ordinary Hyaluronic Acid Serum voor hydratatie,37.5
7668,21-3-2015,5,5083,Woondecoratie:,Planten en bloemen,Hangende Vetplant in Macram  Hanger voor verticaal tuinieren,20.0
8240,21-3-2015,15,13147,Sport en Recreatie:,Fietsen,Specialized Turbo Vado E-bike voor elektrische ondersteuning,494.3
15972,21-3-2015,2,4365,Boeken en Onderwijs:,Studieboeken,The Elements of Style door William Strunk Jr. en E.B. White,86.0
19054,21-3-2015,16,7493,Boeken en Onderwijs:,E-books en audioboeken,The Subtle Art of Not Giving a F*ck door Mark Manson (Audioboek),8.8
19424,21-3-2015,11,14620,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,49.0
20933,21-3-2015,12,11670,Woondecoratie:,Kaarsen en geurverspreiders,Reed Diffuser met Lavendelgeur voor kalmerende ambiance,22.8
6392,22-3-2015,12,1015,Voeding:,Bakkerijproducten,Versgebakken stokbrood voor bij het diner,5.9
20617,22-3-2015,23,4966,Reizen en Toerisme:,Reisverzekeringen,Wereldwijde Dekking voor Verlies van Bagage,44.8
3710,23-3-2015,16,7048,Reizen en Toerisme:,Hotelaccommodaties,Luxe Suite in Marriott Amsterdam met uitzicht op grachten,92.0
6504,23-3-2015,12,10747,Kleding en Mode:,Broeken,Legging met hoge taille en sportieve details,85.4
7576,23-3-2015,25,9722,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,4.9
14709,23-3-2015,29,8038,Schoonheids- en Verzorgingsproducten:,Make-up,MAC Ruby Woo Lipstick voor een klassieke rode lip,35.1
1309,24-3-2015,6,9689,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,393.0
2747,24-3-2015,2,9199,Elektronica:,Smartphones,Apple iPhone 13 Pro met geavanceerde camera's,319.8
4078,24-3-2015,7,377,Boeken en Onderwijs:,E-books en audioboeken,The Hunger Games door Suzanne Collins (E-book),11.3
13753,24-3-2015,8,2966,Elektronica:,Tablets,Lenovo Tab P11 met groot scherm voor productiviteit,204.0
7450,25-3-2015,17,6011,Sport en Recreatie:,Sportschoenen,Under Armour Project Rock Trainingsschoenen met grip,44.2
12699,25-3-2015,9,6572,Sport en Recreatie:,Fietsen,Trek Domane SL Racefiets voor lange ritten,642.5
17019,25-3-2015,21,5844,Sport en Recreatie:,Sportkleding,Nike Pro Leggings met vochtafvoerende eigenschappen,83.9
14092,26-3-2015,13,3169,Elektronica:,Slimme horloges,Garmin Forerunner 945 voor hardlopers en sporters,445.8
14585,26-3-2015,19,5189,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Vitamix Pro 750 Blender voor gladde smoothies,235.4
17656,27-3-2015,14,1887,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,18.1
5422,28-3-2015,5,2626,Sport en Recreatie:,Sportschoenen,Brooks Ghost 14 voor neutrale hardlopers,142.5
12337,28-3-2015,26,828,Boeken en Onderwijs:,Studieboeken,The Elements of Style door William Strunk Jr. en E.B. White,84.9
13285,28-3-2015,8,3187,Sport en Recreatie:,Sportuitrusting (tennisrackets, golfclubs, voetballen),Nike Premier Team Voetbal voor training en wedstrijden,166.9
13861,28-3-2015,18,12331,Schoonheids- en Verzorgingsproducten:,Parfums,Jo Malone London Wood Sage & Sea Salt voor frisse tonen,206.5
15075,28-3-2015,7,2668,Auto en Transport:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,10.6
4096,29-3-2015,28,4488,Sport en Recreatie:,Sportkleding,Under Armour HeatGear T-shirt voor intensieve training,80.1
19828,29-3-2015,18,931,Boeken en Onderwijs:,Schrijfwaren,TUL Gel Ballpoint Pennen voor ergonomisch schrijven,11.3
6320,30-3-2015,27,8604,Voeding:,Bakkerijproducten,Ambachtelijke volkoren bagels met roomkaas,10.4
9618,30-3-2015,12,14574,Woondecoratie:,Beeldjes en ornamenten,Keramische Beeldjes Set voor schattige decoratie,24.0
18216,30-3-2015,17,11721,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,20.6
10678,31-3-2015,21,7870,Elektronica:,Laptops,Dell XPS 15 met dunne randen en krachtige prestaties,1003.6
12084,31-3-2015,19,10629,Kleding en Mode:,Broeken,Slim fit jeans met lichte wassing,43.9
13359,31-3-2015,3,5547,Elektronica:,Tablets,Apple iPad Pro met Liquid Retina-display,522.3
20718,31-3-2015,10,5838,Boeken en Onderwijs:,Educatieve materialen,Khan Academy Online Cursussen voor zelfstudie,89.6
2060,1-4-2015,21,2643,Voeding:,Drankjes (frisdrank, sap, water),Tropicana Apple Juice voor verfrissing,4.8
3211,1-4-2015,28,5974,Boeken en Onderwijs:,Educatieve materialen,National Geographic Kids Magazine voor jeugdige leerlingen,78.1
7969,1-4-2015,9,4691,Boeken en Onderwijs:,Fictie en non-fictie boeken,Becoming door Michelle Obama,19.2
8149,1-4-2015,21,11673,Reizen en Toerisme:,Vliegtickets,Economy Class Vliegticket naar Parijs,1262.0
8791,1-4-2015,1,1802,Woondecoratie:,Schilderijen en wanddecoratie,Abstract Canvas Schilderij voor moderne inrichting,46.4
8898,1-4-2015,12,14492,Woondecoratie:,Kussens en dekens,Gebreide Deken met Grof Patroon voor textuur,65.1
14166,1-4-2015,19,14930,Voeding:,Zuivelproducten,Yoplait Fruitige Yoghurt met aardbeiensmaak,6.4
1754,2-4-2015,27,9638,Sport en Recreatie:,Fitnessapparatuur,Bowflex SelectTech Halterset voor veelzijdige krachttraining,360.2
2188,2-4-2015,16,3133,Kleding en Mode:,Schoenen,Chelsea laarzen met su de afwerking,116.6
8020,2-4-2015,5,8423,Woondecoratie:,Schilderijen en wanddecoratie,Spiegel met Vintage Frame voor elegante uitstraling,82.8
9107,2-4-2015,13,7703,Auto en Transport:,Fictie en non-fictie boeken,Sapiens: A Brief History of Humankind door Yuval Noah Harari,10.7
12054,2-4-2015,21,13256,Boeken en Onderwijs:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,26.4
16467,2-4-2015,12,1789,Schoonheids- en Verzorgingsproducten:,Parfums,Dolce & Gabbana Light Blue Eau Intense voor zomerse aroma's,93.8
20808,2-4-2015,21,5721,Kleding en Mode:,Hoeden,Panamahoed met zwarte band,44.8
2055,3-4-2015,28,7719,Elektronica:,Laptops,Apple MacBook Pro 16-inch met Retina-display,689.0
9890,3-4-2015,16,10904,Elektronica:,Tablets,Samsung Galaxy Tab S7+ met S Pen,374.1
11974,3-4-2015,29,8813,Kleding en Mode:,Schoenen,Hoge hakken met enkelbandje,106.6
18851,3-4-2015,25,8289,Schoonheids- en Verzorgingsproducten:,Make-up,MAC Ruby Woo Lipstick voor een klassieke rode lip,35.6
20075,3-4-2015,8,6735,Voeding:,Zuivelproducten,Griekse yoghurt met honing en walnoten,9.4
20357,3-4-2015,27,6883,Kleding en Mode:,Schoenen,Espadrilles met jute zolen,145.1
3283,4-4-2015,30,8078,Reizen en Toerisme:,Reisverzekeringen,Single-Trip Reisverzekering voor Europese stedentrip,187.5
9166,4-4-2015,19,7917,Sport en Recreatie:,Sportschoenen,New Balance Fresh Foam Hardloopschoenen voor demping,46.2
15054,4-4-2015,19,759,Kleding en Mode:,Hoeden,Klassieke fedora hoed van vilt,33.7
15993,4-4-2015,9,4126,Elektronica:,Koptelefoons,Apple AirPods Pro met transparantiemodus,131.0
18871,4-4-2015,21,14403,Kleding en Mode:,Jurken,Cocktailjurk met sweetheart halslijn,65.1
3454,5-4-2015,21,8686,Auto en Transport:,Accessoires (automatten, stoelhoezen, luchtverfrissers),FH Group Universal Car Seat Covers voor personalisatie,25.3
4620,5-4-2015,22,5354,Sport en Recreatie:,Fitnessapparatuur,NordicTrack Treadmill voor indoor hardlopen,405.2
15339,5-4-2015,18,10521,Reizen en Toerisme:,Reispakketten,All-Inclusive Pakket voor Caribisch Eiland Resort,1258.7
9558,6-4-2015,5,13200,Kleding en Mode:,T-shirts,Katoenen basic T-shirt,37.5
10502,6-4-2015,24,14922,Auto en Transport:,Fictie en non-fictie boeken,To Kill a Mockingbird door Harper Lee,24.7
14454,6-4-2015,11,13056,Sport en Recreatie:,Sportkleding,Reebok CrossFit Tanktop voor veelzijdige workouts,79.0
16010,6-4-2015,11,1042,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),NGK Bougies voor effici nte verbranding,83.0
17401,6-4-2015,10,1819,Schoonheids- en Verzorgingsproducten:,Parfums,Viktor & Rolf Flowerbomb Eau de Parfum voor bloemige noten,106.8
14435,7-4-2015,22,13622,Voeding:,Drankjes (frisdrank, sap, water),San Pellegrino Sprankelend Mineraalwater,4.7
20294,7-4-2015,29,13551,Huishoudelijke Artikelen:,Meubels (banken, tafels, stoelen),Houten eettafel met uitschuifbaar blad,643.0
12571,8-4-2015,8,11159,Auto en Transport:,Fietsen en scooters,Schwinn Discover Hybride Fiets voor comfortabel rijden,288.6
12952,8-4-2015,10,6487,Kleding en Mode:,T-shirts,Grafisch bedrukt T-shirt met slogan,22.3
4669,9-4-2015,18,8425,Huishoudelijke Artikelen:,Keukenapparatuur (blenders, koffiezetapparaten, magnetrons),Panasonic Inverter Magnetronoven voor snel opwarmen,121.6
6333,9-4-2015,9,13270,Auto en Transport:,Auto-onderdelen (banden, oliefilters, remblokken),Fram Extra Guard Oliefilter voor filtratie,33.4
10597,9-4-2015,14,4613,Elektronica:,Smartphones,OnePlus 9 Pro met snelle prestaties,682.5
